Elevation;Aspect;Slope;H_Hydrology;V_Hydrology;H_Ignition;Cover
2955;65;13;481;42;2967;Spruce/fir
3149;135;7;67;7;4310;Spruce/fir
2808;112;9;0;0;1230;Lodgepole pine
2811;352;13;228;35;2464;Lodgepole pine
3205;60;5;570;63;4817;Spruce/fir
2892;48;23;150;51;1140;Lodgepole pine
2922;293;14;283;6;2218;Lodgepole pine
2828;352;23;424;143;2086;Lodgepole pine
2598;327;7;30;0;1482;Lodgepole pine
2972;348;10;402;7;2880;Spruce/fir
2834;348;26;430;139;2005;Lodgepole pine
2810;42;14;300;64;2620;Lodgepole pine
2684;141;17;30;-1;2047;Aspen
2613;39;9;42;4;1626;Lodgepole pine
2647;234;2;323;18;1299;Lodgepole pine
2667;95;9;541;13;1293;Lodgepole pine
2942;305;8;379;13;2110;Lodgepole pine
2971;340;15;85;18;1131;Lodgepole pine
2822;308;5;234;66;2765;Lodgepole pine
2661;60;11;30;-6;1996;Aspen
2687;338;10;437;34;1350;Lodgepole pine
3103;85;8;524;-5;3589;Spruce/fir
3034;50;22;531;16;3131;Lodgepole pine
2682;28;19;60;6;2060;Aspen
2876;343;22;532;181;1894;Lodgepole pine
2802;358;6;433;50;2630;Lodgepole pine
2958;39;25;351;134;932;Lodgepole pine
2890;20;16;430;182;1723;Lodgepole pine
2707;5;18;42;6;2190;Aspen
2706;9;21;108;14;2123;Aspen
2702;27;22;120;21;2101;Aspen
2686;29;23;95;36;2036;Lodgepole pine
2727;52;17;0;0;2278;Aspen
2720;36;17;30;0;2255;Aspen
2733;44;13;30;-1;2297;Aspen
2724;349;15;67;4;2252;Aspen
2619;13;4;42;3;1691;Lodgepole pine
3195;83;11;366;53;4401;Spruce/fir
3139;106;6;531;13;3690;Spruce/fir
2929;44;16;591;65;1911;Lodgepole pine
2849;293;22;120;44;2646;Lodgepole pine
2733;90;5;60;-1;2315;Aspen
2803;333;20;182;56;1124;Lodgepole pine
2931;4;12;579;215;1621;Lodgepole pine
2871;82;14;228;47;2271;Lodgepole pine
2737;99;13;30;-5;2357;Aspen
2730;135;1;60;-9;2335;Aspen
2653;332;13;190;43;1722;Lodgepole pine
2655;21;13;741;45;1652;Lodgepole pine
2659;332;13;201;43;1749;Lodgepole pine
2665;0;10;190;32;1728;Lodgepole pine
2871;92;32;218;97;792;Lodgepole pine
2988;217;7;446;72;1437;Lodgepole pine
2920;316;29;433;186;1265;Lodgepole pine
2718;63;17;242;78;2082;Lodgepole pine
2682;66;8;547;15;1702;Lodgepole pine
2662;324;6;616;52;1765;Lodgepole pine
3096;49;14;242;26;2984;Lodgepole pine
2975;38;11;633;245;1381;Lodgepole pine
2653;93;12;511;43;1833;Lodgepole pine
2876;314;26;295;121;1074;Lodgepole pine
2969;35;4;531;99;1679;Lodgepole pine
2662;119;10;531;52;1841;Lodgepole pine
2919;108;7;85;3;1841;Lodgepole pine
2738;270;12;30;7;2461;Aspen
2673;27;23;30;11;1800;Lodgepole pine
2696;276;11;120;29;1776;Lodgepole pine
2694;56;14;480;27;1782;Lodgepole pine
3024;56;17;67;6;2584;Lodgepole pine
2986;174;18;234;17;644;Lodgepole pine
2860;332;5;485;105;2905;Lodgepole pine
2690;40;11;495;-20;1820;Lodgepole pine
2987;169;17;390;43;547;Lodgepole pine
2787;96;17;218;32;2718;Lodgepole pine
2934;299;25;418;171;1044;Lodgepole pine
2712;304;7;190;45;1862;Lodgepole pine
2954;160;13;390;51;1608;Lodgepole pine
2750;68;7;30;1;2631;Aspen
3044;57;16;108;-5;2589;Lodgepole pine
2719;52;10;371;8;1935;Spruce/fir
2764;76;7;323;32;2372;Lodgepole pine
3034;61;17;212;-9;2491;Lodgepole pine
2753;230;14;175;40;2315;Lodgepole pine
3109;26;7;30;-3;2962;Spruce/fir
2936;100;13;300;20;2012;Lodgepole pine
2875;331;15;277;43;2402;Lodgepole pine
2878;273;20;134;61;738;Lodgepole pine
2856;66;14;371;36;2905;Lodgepole pine
2976;211;7;509;45;1022;Lodgepole pine
2747;9;6;150;22;2182;Lodgepole pine
2703;47;8;319;1;1813;Spruce/fir
3073;99;20;216;-12;2624;Lodgepole pine
2932;93;9;124;16;342;Lodgepole pine
2889;323;24;277;43;2315;Lodgepole pine
3146;85;9;192;33;3099;Spruce/fir
2651;64;9;127;3;1559;Lodgepole pine
2942;170;12;323;-45;2051;Lodgepole pine
2534;108;2;247;13;1395;Lodgepole pine
2774;10;7;306;39;2621;Lodgepole pine
2732;43;9;0;0;2455;Lodgepole pine
2916;228;12;67;7;1507;Lodgepole pine
2744;118;18;42;13;2334;Lodgepole pine
2711;171;6;108;9;1803;Spruce/fir
3021;68;8;201;26;2493;Spruce/fir
3032;87;12;277;71;671;Lodgepole pine
2904;53;26;30;9;256;Lodgepole pine
2866;122;6;242;46;2730;Lodgepole pine
2539;24;6;120;-3;1208;Lodgepole pine
2895;357;13;60;10;514;Spruce/fir
2903;146;10;443;42;2219;Lodgepole pine
3086;123;10;319;36;2970;Spruce/fir
3083;45;5;256;49;2850;Spruce/fir
2924;9;6;255;50;1855;Lodgepole pine
2740;56;15;162;10;2151;Lodgepole pine
3109;60;16;319;55;3031;Spruce/fir
2935;7;16;67;22;457;Lodgepole pine
2914;104;4;391;41;1995;Lodgepole pine
2686;45;2;0;0;1383;Spruce/fir
2564;44;18;67;21;1052;Lodgepole pine
3010;203;16;484;159;760;Lodgepole pine
2753;111;6;90;-3;2791;Lodgepole pine
2719;6;5;67;-3;1848;Spruce/fir
2699;45;1;60;4;1510;Spruce/fir
2925;82;5;424;51;1948;Lodgepole pine
2821;102;13;242;60;3013;Spruce/fir
2754;101;11;85;19;2148;Lodgepole pine
2693;5;12;120;0;1383;Lodgepole pine
2674;344;7;234;-2;1116;Lodgepole pine
3178;83;6;306;46;3398;Spruce/fir
2826;76;13;234;55;2970;Spruce/fir
2725;95;8;0;0;2026;Spruce/fir
2961;97;20;150;47;1218;Lodgepole pine
2939;88;7;342;57;1812;Lodgepole pine
2761;181;10;42;4;3019;Lodgepole pine
2764;148;6;175;20;2307;Lodgepole pine
2971;322;22;361;158;258;Lodgepole pine
2992;355;8;67;0;589;Spruce/fir
2525;80;7;67;-8;916;Spruce/fir
2750;60;4;0;0;2976;Lodgepole pine
2742;345;7;30;2;2033;Spruce/fir
2695;15;7;285;1;1104;Lodgepole pine
2993;346;10;300;16;175;Lodgepole pine
2972;0;16;210;20;2112;Lodgepole pine
2931;30;14;391;50;2093;Lodgepole pine
2868;188;2;108;14;2470;Lodgepole pine
2976;252;3;212;95;900;Lodgepole pine
2926;67;12;324;45;2093;Lodgepole pine
2853;293;9;42;9;2329;Spruce/fir
2719;126;11;277;-10;1302;Lodgepole pine
2624;109;14;127;14;655;Lodgepole pine
2985;90;9;295;53;1900;Lodgepole pine
2909;77;10;120;6;1499;Lodgepole pine
2911;130;30;108;52;811;Lodgepole pine
2780;357;14;85;13;2952;Lodgepole pine
2854;338;7;0;0;703;Lodgepole pine
2856;2;14;0;0;684;Lodgepole pine
2997;315;5;30;1;573;Spruce/fir
3152;65;9;120;13;3526;Spruce/fir
2945;76;10;175;42;1717;Lodgepole pine
2821;63;14;30;-4;2704;Spruce/fir
3002;166;4;258;22;120;Lodgepole pine
3030;81;14;85;22;408;Spruce/fir
3041;125;13;323;76;2308;Lodgepole pine
2878;339;20;30;15;872;Lodgepole pine
2770;51;12;120;7;1652;Lodgepole pine
2733;89;15;582;20;900;Lodgepole pine
3159;62;15;150;20;3518;Spruce/fir
3123;94;12;342;33;2758;Spruce/fir
2673;69;14;240;56;553;Lodgepole pine
2787;99;9;30;2;2136;Spruce/fir
2544;86;7;247;-16;531;Lodgepole pine
3162;55;10;190;23;3501;Lodgepole pine
2998;151;24;124;39;2117;Lodgepole pine
2972;37;7;90;16;920;Lodgepole pine
2859;113;5;42;-1;2250;Spruce/fir
2851;43;17;255;37;2771;Lodgepole pine
2601;48;11;162;-18;342;Lodgepole pine
2814;5;9;201;48;1884;Lodgepole pine
3025;96;7;234;17;726;Lodgepole pine
2955;3;13;42;3;2039;Lodgepole pine
2869;325;15;120;13;2310;Spruce/fir
3067;133;11;242;43;2771;Spruce/fir
2905;248;3;95;11;1490;Lodgepole pine
3001;17;6;323;43;1371;Lodgepole pine
2712;72;12;391;88;560;Lodgepole pine
3050;72;10;124;26;2719;Spruce/fir
2882;37;10;0;0;1040;Lodgepole pine
2962;108;9;150;4;1320;Lodgepole pine
2762;357;9;658;1;900;Lodgepole pine
3041;144;12;60;4;2781;Spruce/fir
2984;132;11;153;26;1245;Lodgepole pine
3090;131;14;124;46;2986;Spruce/fir
3008;356;16;42;7;2549;Spruce/fir
2900;66;17;42;6;1116;Lodgepole pine
3014;234;21;285;115;834;Lodgepole pine
2898;254;7;30;6;1552;Aspen
2898;114;3;60;4;1533;Aspen
2834;32;15;247;36;1561;Lodgepole pine
2780;96;5;582;21;902;Lodgepole pine
2896;276;7;30;5;1575;Aspen
2898;352;3;60;6;1556;Aspen
2838;322;14;85;22;2252;Spruce/fir
2802;91;11;540;18;1084;Lodgepole pine
2891;292;8;0;0;1617;Aspen
2902;342;3;67;4;1560;Aspen
2853;39;10;350;55;1834;Lodgepole pine
3025;194;15;342;112;1396;Lodgepole pine
2960;104;20;150;41;1663;Lodgepole pine
2932;113;15;85;19;1734;Lodgepole pine
2896;351;8;30;3;1702;Aspen
2905;353;8;42;-3;1590;Aspen
2921;258;20;108;8;1539;Aspen
3046;335;15;134;31;1055;Spruce/fir
2752;68;11;418;65;626;Lodgepole pine
2904;9;13;30;5;1687;Aspen
2906;87;10;212;42;2513;Lodgepole pine
2756;81;10;420;5;664;Lodgepole pine
2666;63;14;212;19;228;Lodgepole pine
2654;78;11;272;7;258;Lodgepole pine
2975;354;40;474;0;2250;Lodgepole pine
3131;318;13;618;85;872;Lodgepole pine
2913;321;16;95;14;1771;Aspen
2908;198;2;30;1;1689;Aspen
2910;266;4;42;2;1673;Aspen
2770;68;3;330;11;808;Lodgepole pine
2914;113;11;0;0;1747;Aspen
2905;329;1;30;-3;1714;Aspen
2917;280;11;108;4;1667;Aspen
2924;270;10;134;11;1652;Aspen
2987;236;21;365;74;1537;Lodgepole pine
2999;347;13;150;21;966;Lodgepole pine
2878;290;12;218;55;2244;Spruce/fir
2915;297;5;108;1;1860;Aspen
2918;310;11;124;10;1693;Aspen
2925;205;5;175;12;1664;Aspen
2942;5;11;60;3;1745;Lodgepole pine
2918;8;7;85;3;1884;Aspen
2931;267;16;242;18;1664;Aspen
2997;351;6;42;-2;1302;Lodgepole pine
3037;346;13;418;0;2696;Lodgepole pine
2929;75;15;95;14;1926;Aspen
3174;350;13;700;66;1050;Lodgepole pine
3082;79;2;212;32;816;Lodgepole pine
2841;96;5;295;57;1558;Lodgepole pine
2928;294;6;216;21;1744;Aspen
2939;288;10;268;26;1718;Aspen
3103;356;12;134;10;3237;Spruce/fir
3096;73;11;192;13;3133;Spruce/fir
3064;59;8;319;0;2980;Spruce/fir
2917;50;11;30;2;1939;Aspen
2920;295;9;42;5;1889;Aspen
2935;32;12;162;26;1812;Aspen
3129;38;11;190;36;3489;Spruce/fir
2924;53;14;0;0;1964;Aspen
2929;302;16;85;14;1899;Aspen
2936;22;11;201;27;1825;Aspen
2938;0;5;277;29;1785;Aspen
3004;273;14;301;93;1237;Lodgepole pine
3168;203;6;700;60;1140;Lodgepole pine
3130;110;12;421;51;1172;Lodgepole pine
2775;191;9;134;-11;1140;Lodgepole pine
2744;81;11;170;25;642;Lodgepole pine
2698;71;14;30;8;564;Lodgepole pine
2927;68;11;0;0;1989;Aspen
2941;16;8;216;27;1852;Aspen
2942;350;9;242;33;1838;Aspen
3112;133;12;210;33;999;Lodgepole pine
2931;114;6;30;4;2030;Aspen
2944;0;10;218;9;1878;Aspen
2948;1;15;277;39;1852;Aspen
3038;13;9;376;58;641;Lodgepole pine
2953;13;18;182;18;1919;Aspen
2954;344;16;242;19;1892;Aspen
2959;358;17;361;24;1804;Aspen
2980;66;15;175;-20;1369;Lodgepole pine
2749;169;4;30;-2;828;Lodgepole pine
2943;282;13;60;8;2002;Aspen
2969;2;17;330;34;1847;Aspen
3156;84;16;458;48;1195;Lodgepole pine
3060;95;22;454;136;2359;Lodgepole pine
2976;348;13;300;41;1889;Aspen
2948;79;15;120;24;1608;Spruce/fir
2851;323;11;170;5;2518;Spruce/fir
2937;325;4;30;1;2084;Aspen
3104;50;11;150;11;882;Lodgepole pine
2753;75;5;30;-1;976;Lodgepole pine
2666;132;12;42;1;690;Lodgepole pine
2955;26;8;124;5;2205;Aspen
2953;19;9;67;3;2172;Aspen
3129;44;13;722;65;2896;Lodgepole pine
2996;34;11;400;61;1889;Spruce/fir
2859;125;18;127;28;2173;Lodgepole pine
2979;265;10;242;44;2037;Spruce/fir
2955;86;9;258;41;2142;Lodgepole pine
2948;310;8;60;-1;2188;Aspen
3146;84;7;306;38;1036;Lodgepole pine
2683;98;18;67;14;812;Lodgepole pine
3159;346;12;642;102;2779;Lodgepole pine
2952;54;4;85;0;2290;Aspen
2950;328;9;30;8;2229;Aspen
2953;323;9;60;8;2215;Aspen
2861;164;9;180;30;2290;Lodgepole pine
3165;343;13;649;72;3158;Spruce/fir
2952;27;5;67;0;2315;Aspen
2954;38;5;30;6;2285;Aspen
2952;280;4;30;4;2255;Aspen
2957;270;5;60;15;2241;Aspen
2957;255;3;90;12;2227;Aspen
3188;101;8;547;95;3439;Spruce/fir
2955;27;8;42;-3;2341;Aspen
2951;84;2;0;0;2296;Aspen
3111;98;8;90;3;808;Lodgepole pine
2952;55;4;30;0;2322;Aspen
2953;270;1;42;2;2308;Aspen
3121;316;16;127;20;577;Lodgepole pine
2855;54;19;180;45;1765;Lodgepole pine
2746;43;16;60;-1;1008;Lodgepole pine
3124;109;11;218;16;902;Lodgepole pine
2963;300;8;201;21;2249;Spruce/fir
3112;338;8;95;5;664;Spruce/fir
2926;18;10;242;41;2648;Lodgepole pine
2811;114;8;330;44;1400;Lodgepole pine
2656;72;15;182;21;1006;Lodgepole pine
3064;117;20;134;49;277;Spruce/fir
3014;326;9;30;5;541;Spruce/fir
2917;317;12;108;10;2435;Lodgepole pine
3031;234;11;295;94;1774;Spruce/fir
3138;313;13;216;31;553;Lodgepole pine
3098;112;9;272;33;120;Lodgepole pine
3032;349;10;127;21;612;Spruce/fir
2982;10;18;30;7;2538;Spruce/fir
3032;339;14;95;23;518;Spruce/fir
2896;72;16;319;44;2726;Lodgepole pine
2846;135;2;0;0;2349;Spruce/fir
2995;39;18;0;0;2609;Spruce/fir
2795;144;11;258;16;1471;Lodgepole pine
2955;141;10;124;9;2147;Spruce/fir
3132;48;7;324;25;841;Spruce/fir
3241;202;12;277;50;3204;Spruce/fir
3057;86;20;42;13;2779;Spruce/fir
2977;95;10;309;18;2447;Spruce/fir
2976;87;8;210;31;1920;Lodgepole pine
2755;45;9;108;0;1290;Lodgepole pine
3160;209;10;295;60;277;Lodgepole pine
2954;45;9;67;9;2071;Lodgepole pine
2780;352;2;30;1;1451;Lodgepole pine
2940;90;4;30;0;2188;Spruce/fir
2943;169;1;60;-2;2147;Spruce/fir
3099;290;21;604;160;1533;Spruce/fir
2895;327;15;212;55;2313;Lodgepole pine
2779;15;7;0;0;1436;Lodgepole pine
2595;37;18;218;51;1357;Lodgepole pine
2951;112;7;60;9;2259;Spruce/fir
3005;259;16;324;60;1864;Spruce/fir
3035;352;7;42;2;789;Spruce/fir
3113;77;16;30;10;2987;Spruce/fir
3083;357;20;127;39;2843;Spruce/fir
3049;268;18;537;112;1660;Spruce/fir
3144;62;4;313;44;376;Spruce/fir
3049;241;2;469;29;1273;Lodgepole pine
3170;14;12;524;63;808;Spruce/fir
3054;63;5;323;30;1071;Spruce/fir
3052;311;14;85;11;816;Spruce/fir
2977;346;10;210;29;2143;Lodgepole pine
2827;71;19;124;25;1894;Lodgepole pine
2801;8;15;108;19;1584;Lodgepole pine
2653;89;20;417;109;1465;Lodgepole pine
3185;169;8;42;-2;3308;Spruce/fir
3105;350;7;90;12;285;Spruce/fir
2922;103;18;182;47;2624;Spruce/fir
2979;87;5;120;25;2490;Spruce/fir
3167;15;7;408;29;541;Spruce/fir
2898;196;6;350;65;2252;Lodgepole pine
3157;240;11;830;50;1245;Lodgepole pine
2814;355;13;95;18;1848;Lodgepole pine
3221;135;2;371;30;3693;Spruce/fir
3073;78;8;330;38;1092;Spruce/fir
3013;77;25;277;46;2755;Lodgepole pine
2959;239;8;30;1;2353;Lodgepole pine
2978;261;17;277;16;1921;Lodgepole pine
2876;116;9;162;28;2334;Lodgepole pine
3166;230;7;771;22;1167;Lodgepole pine
2763;83;14;430;13;1727;Lodgepole pine
2965;352;3;180;3;2023;Lodgepole pine
3025;62;16;484;58;1398;Spruce/fir
2683;89;13;190;13;1790;Lodgepole pine
2865;180;11;95;12;2483;Lodgepole pine
2980;59;8;212;13;1682;Lodgepole pine
2861;159;7;124;11;2588;Lodgepole pine
2679;66;11;108;9;1879;Lodgepole pine
3137;247;7;702;130;1437;Lodgepole pine
2970;73;13;150;3;1733;Lodgepole pine
2928;346;12;0;0;2534;Lodgepole pine
2975;108;1;30;0;2287;Spruce/fir
2986;295;10;190;9;1950;Spruce/fir
2717;72;12;85;9;1982;Lodgepole pine
3157;146;5;216;12;811;Spruce/fir
2978;315;6;67;-2;2458;Spruce/fir
2954;53;7;42;0;2262;Lodgepole pine
3105;341;14;127;10;1129;Spruce/fir
3109;261;12;659;102;1524;Lodgepole pine
3107;293;5;182;12;1132;Spruce/fir
2958;34;7;30;0;2067;Lodgepole pine
2668;64;13;162;-24;2185;Lodgepole pine
3114;283;6;240;19;1199;Spruce/fir
3001;57;18;180;28;1864;Spruce/fir
2963;53;9;0;0;2058;Lodgepole pine
3005;301;1;42;0;2125;Spruce/fir
3008;117;3;30;2;2644;Lodgepole pine
3118;176;13;426;23;1429;Spruce/fir
3020;20;18;300;78;2590;Lodgepole pine
2946;309;23;210;74;2536;Lodgepole pine
2893;127;9;175;20;2496;Lodgepole pine
3106;50;7;485;11;1473;Spruce/fir
2942;356;7;67;13;2596;Lodgepole pine
2941;32;4;108;12;2574;Lodgepole pine
3066;179;12;283;36;1803;Spruce/fir
3052;115;14;127;32;1956;Lodgepole pine
3183;37;14;560;88;1405;Spruce/fir
3014;101;8;30;4;2413;Spruce/fir
3048;260;11;258;24;1973;Lodgepole pine
2960;84;10;30;5;2579;Spruce/fir
2929;282;12;134;41;2321;Lodgepole pine
3042;274;8;201;17;2036;Lodgepole pine
2908;14;12;124;8;2190;Lodgepole pine
2881;59;12;228;10;2258;Lodgepole pine
2888;55;9;234;9;2220;Lodgepole pine
2782;42;6;443;-15;2634;Lodgepole pine
3246;80;7;680;98;1565;Spruce/fir
3218;111;8;558;70;1589;Spruce/fir
3145;245;16;446;84;1812;Lodgepole pine
2976;30;11;30;9;2508;Spruce/fir
3184;109;10;402;36;1710;Spruce/fir
2788;77;9;524;71;2554;Lodgepole pine
3035;98;16;192;25;2616;Lodgepole pine
3002;358;7;30;4;2405;Lodgepole pine
2944;111;8;210;15;1871;Lodgepole pine
2789;57;8;400;56;2484;Lodgepole pine
3079;57;8;0;0;2140;Spruce/fir
3112;63;23;408;97;3084;Spruce/fir
3061;276;5;42;1;2207;Lodgepole pine
3017;17;11;108;14;2317;Lodgepole pine
2808;139;14;300;6;2275;Lodgepole pine
3289;251;10;812;141;1958;Lodgepole pine
2943;82;3;30;-1;1634;Spruce/fir
2904;137;10;108;0;1883;Lodgepole pine
3152;69;11;60;4;2164;Lodgepole pine
3221;226;13;607;151;2136;Lodgepole pine
3027;18;5;242;4;1734;Lodgepole pine
2813;117;13;90;11;2038;Lodgepole pine
3105;66;8;297;30;3055;Spruce/fir
3226;41;15;531;49;3571;Spruce/fir
2952;0;4;30;2;1471;Spruce/fir
3168;250;18;430;98;2285;Lodgepole pine
3173;58;16;212;25;2300;Lodgepole pine
3156;30;11;210;8;2325;Lodgepole pine
3038;40;7;218;26;1689;Spruce/fir
2869;62;15;192;25;1674;Spruce/fir
2747;4;13;95;12;2347;Lodgepole pine
2722;8;19;134;17;2598;Lodgepole pine
3079;0;6;283;14;2646;Spruce/fir
3121;55;10;85;-1;2617;Lodgepole pine
3171;215;13;499;94;2372;Lodgepole pine
3007;16;7;297;5;1302;Spruce/fir
3080;315;16;150;22;2930;Spruce/fir
3215;41;10;408;67;2454;Lodgepole pine
3102;95;11;240;27;3271;Spruce/fir
3121;243;7;234;48;2518;Lodgepole pine
3236;63;5;553;88;2445;Lodgepole pine
3072;53;7;108;8;2675;Spruce/fir
3056;0;3;247;11;1513;Lodgepole pine
3018;15;5;300;7;1233;Lodgepole pine
3058;13;4;60;1;1634;Lodgepole pine
3091;59;13;182;16;3300;Spruce/fir
3291;27;10;691;30;3844;Spruce/fir
3087;52;17;85;20;2763;Spruce/fir
3033;45;7;175;25;1057;Spruce/fir
2827;330;18;404;86;2321;Lodgepole pine
3074;53;11;67;5;2771;Spruce/fir
3157;79;8;212;2;2791;Lodgepole pine
3018;33;7;134;10;1031;Spruce/fir
2962;100;18;242;74;1140;Lodgepole pine
3155;359;12;390;46;3022;Spruce/fir
3123;42;13;323;59;2912;Spruce/fir
3094;352;5;134;2;3187;Spruce/fir
2861;0;4;0;0;1337;Spruce/fir
3122;52;11;300;57;2943;Spruce/fir
3041;63;4;283;33;908;Spruce/fir
2877;342;13;450;131;2285;Lodgepole pine
2728;88;14;240;40;2424;Aspen
2714;73;19;212;36;2376;Aspen
3145;42;18;384;80;3022;Spruce/fir
2717;70;18;218;43;2358;Aspen
2751;76;17;313;63;2463;Aspen
2711;67;20;201;37;2316;Aspen
2695;54;13;150;20;2268;Aspen
2686;41;9;90;12;2221;Aspen
3095;13;8;95;8;1498;Spruce/fir
2738;77;11;323;60;2396;Aspen
2733;58;9;295;59;2372;Aspen
2895;30;10;30;0;1041;Spruce/fir
2710;63;17;190;36;2256;Aspen
3121;288;8;127;0;3304;Spruce/fir
3140;265;14;283;39;2902;Lodgepole pine
2868;72;20;30;15;1758;Spruce/fir
2741;64;11;342;67;2363;Aspen
2920;355;10;210;92;1967;Lodgepole pine
2744;60;13;351;70;2347;Aspen
2703;55;11;120;35;2148;Aspen
3116;45;9;153;32;3066;Spruce/fir
2807;62;22;485;119;2460;Lodgepole pine
2748;61;15;360;74;2331;Aspen
2743;64;10;330;68;2306;Aspen
2739;71;13;300;65;2264;Aspen
2709;59;11;120;43;2114;Aspen
3170;310;4;108;4;2685;Spruce/fir
3156;88;6;450;22;2021;Lodgepole pine
2938;1;11;30;3;774;Spruce/fir
2916;27;8;371;99;2078;Lodgepole pine
2779;64;23;420;105;2352;Aspen
2720;54;10;180;57;2147;Aspen
3126;34;16;85;11;3524;Spruce/fir
3212;258;21;277;73;3329;Spruce/fir
3101;322;3;0;0;3089;Lodgepole pine
2785;59;24;421;110;2337;Aspen
2774;58;23;391;100;2311;Aspen
2756;52;20;331;91;2259;Aspen
2723;53;10;182;57;2131;Aspen
2708;67;16;95;37;2055;Aspen
2960;303;20;256;52;966;Lodgepole pine
2817;64;24;484;143;2375;Aspen
2754;50;24;306;86;2218;Aspen
2731;51;12;218;65;2140;Aspen
2722;57;10;162;52;2089;Aspen
2717;62;11;134;46;2064;Aspen
3206;106;6;170;15;3154;Lodgepole pine
2850;61;20;577;176;2442;Aspen
2774;45;22;342;106;2229;Aspen
2763;54;25;313;95;2203;Aspen
2729;57;11;201;59;2099;Aspen
2715;55;12;127;38;2022;Aspen
3112;253;10;108;4;3152;Lodgepole pine
2758;61;24;295;92;2162;Aspen
2747;62;21;268;79;2136;Aspen
2714;38;11;124;41;1981;Aspen
3154;54;15;361;67;3302;Spruce/fir
3111;261;9;95;3;3182;Lodgepole pine
3212;135;8;218;21;3196;Lodgepole pine
3178;93;13;551;42;2154;Lodgepole pine
2719;54;6;134;46;1965;Aspen
3161;315;12;90;22;3556;Spruce/fir
3108;56;5;30;2;3260;Lodgepole pine
3155;111;7;395;21;1995;Lodgepole pine
2871;67;22;600;197;2391;Aspen
2835;81;17;524;169;2309;Aspen
2809;75;16;443;146;2227;Aspen
3191;81;5;457;15;2224;Lodgepole pine
2915;146;15;42;10;1376;Lodgepole pine
2799;60;13;408;129;2160;Aspen
2751;72;24;301;74;2053;Aspen
2731;73;14;212;60;1973;Aspen
2748;46;18;277;75;2012;Aspen
2741;49;17;247;70;1986;Aspen
2725;65;18;190;46;1932;Aspen
2709;77;14;134;29;1879;Aspen
3212;198;6;459;21;3132;Lodgepole pine
2822;41;19;488;152;2190;Aspen
2806;40;22;400;129;2108;Aspen
2765;53;29;313;92;2026;Aspen
2750;41;22;256;71;1972;Aspen
2751;51;23;242;77;1932;Aspen
3209;74;20;306;82;3629;Spruce/fir
3146;291;10;30;-6;3477;Spruce/fir
3183;99;5;90;4;2982;Lodgepole pine
2917;301;10;30;1;1318;Spruce/fir
2786;53;29;335;107;2001;Aspen
3195;230;7;466;75;3032;Lodgepole pine
2797;55;28;350;118;1989;Aspen
2753;60;25;242;74;1879;Aspen
2784;55;25;309;105;1922;Aspen
3088;124;17;182;39;800;Spruce/fir
2745;58;24;212;78;1800;Aspen
2724;60;21;153;52;1745;Aspen
2702;75;18;95;30;1691;Aspen
3178;263;9;272;58;2941;Lodgepole pine
3131;169;5;162;-5;1478;Spruce/fir
2801;60;27;335;122;1900;Aspen
2763;56;23;247;96;1816;Aspen
2740;59;23;190;68;1761;Aspen
2987;352;13;228;14;268;Spruce/fir
2946;18;16;42;10;1236;Spruce/fir
2770;52;23;256;105;1805;Aspen
2736;62;24;175;64;1722;Aspen
2803;57;32;323;136;1851;Aspen
2743;62;26;180;71;1710;Aspen
2729;69;30;150;54;1682;Aspen
2711;69;25;120;36;1655;Aspen
2703;60;16;90;35;1627;Aspen
3173;90;11;270;2;2251;Spruce/fir
3148;146;5;150;12;1981;Spruce/fir
3081;154;11;212;25;872;Spruce/fir
2891;48;17;268;-36;2155;Lodgepole pine
2830;51;29;360;163;1869;Aspen
2799;52;29;300;127;1812;Aspen
2763;59;28;210;91;1728;Aspen
2716;69;27;120;48;1643;Aspen
3122;158;8;67;2;1560;Spruce/fir
2771;60;29;210;96;1717;Aspen
3140;255;14;162;23;2794;Lodgepole pine
3140;135;5;67;4;1920;Spruce/fir
2963;32;9;0;0;1350;Lodgepole pine
3202;48;22;153;32;3263;Spruce/fir
3146;130;4;134;5;2100;Spruce/fir
2843;70;26;335;171;1813;Aspen
2812;63;25;277;137;1756;Aspen
2738;63;33;134;64;1613;Aspen
3037;48;19;430;-8;190;Spruce/fir
2990;284;12;180;46;1172;Spruce/fir
2865;85;15;400;193;1863;Aspen
2809;62;24;256;141;1718;Aspen
2720;57;23;95;37;1546;Aspen
2958;55;4;247;-1;2012;Lodgepole pine
2774;58;30;190;96;1624;Aspen
2938;62;5;162;10;2313;Lodgepole pine
2771;56;30;175;88;1587;Aspen
2755;62;34;150;76;1558;Aspen
2788;61;26;180;105;1572;Aspen
2750;70;36;120;83;1513;Aspen
2732;71;33;90;61;1484;Aspen
2737;70;34;95;61;1477;Aspen
3212;71;14;402;97;2642;Lodgepole pine
3106;83;6;180;-8;1519;Spruce/fir
3067;320;4;212;11;591;Spruce/fir
2960;59;4;90;0;2084;Lodgepole pine
2890;68;17;331;-37;1884;Lodgepole pine
2818;65;19;247;135;1618;Aspen
2767;73;36;134;91;1500;Aspen
3187;63;7;258;69;2571;Lodgepole pine
2813;65;19;228;146;1583;Aspen
2773;74;36;150;92;1495;Aspen
3239;180;3;566;60;2726;Spruce/fir
3192;102;7;319;73;2519;Lodgepole pine
3151;266;15;127;16;2460;Lodgepole pine
2809;82;22;212;128;1544;Aspen
